2024-05-23 06:33:29 
2024-05-23 06:33:29 *******                      *******
2024-05-23 06:33:29 ******* перезапуск программы *******
2024-05-23 06:33:29 *******                      *******
2024-05-23 06:33:29 
2024-05-23 18:04:49 fun.move_to_click
2024-05-23 18:04:52 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:04:53 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:04:54 skip_battle = Point(x=432, y=115)
2024-05-23 18:04:54 fun.move_to_click
2024-05-23 18:04:57 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:04:59 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:05:00 нажать закрыть в конце боя
2024-05-23 18:05:00 fun.push_close_all_
2024-05-23 18:05:00 fun.close_popup_window
2024-05-23 18:05:00 fun.push_close
2024-05-23 18:05:00 fun.move_to_click
2024-05-23 18:05:03 skip_battle1_end_ver = None
2024-05-23 18:05:04 выход из 'enemy_battle
2024-05-23 18:05:04 id_st = None
2024-05-23 18:05:04 skip_battle = None
2024-05-23 18:05:04 id_st = None
2024-05-23 18:05:04 skip_battle = None
2024-05-23 18:05:05 id_st = None
2024-05-23 18:05:05 skip_battle = None
2024-05-23 18:05:05 id_st = None
2024-05-23 18:05:05 skip_battle = None
2024-05-23 18:05:05 id_st = None
2024-05-23 18:05:06 skip_battle = None
2024-05-23 18:05:06 id_st = None
2024-05-23 18:05:06 skip_battle = None
2024-05-23 18:05:06 id_st = None
2024-05-23 18:05:07 skip_battle = None
2024-05-23 18:05:07 id_st = None
2024-05-23 18:05:07 skip_battle = None
2024-05-23 18:05:07 id_st = None
2024-05-23 18:05:08 skip_battle = None
2024-05-23 18:05:08 id_st = None
2024-05-23 18:05:08 skip_battle = None
2024-05-23 18:05:08 id_st = None
2024-05-23 18:05:09 skip_battle = None
2024-05-23 18:05:09 id_st = None
2024-05-23 18:05:09 skip_battle = None
2024-05-23 18:05:09 id_st = None
2024-05-23 18:05:09 skip_battle = None
2024-05-23 18:05:10 id_st = None
2024-05-23 18:05:10 skip_battle = None
2024-05-23 18:05:10 id_st = None
2024-05-23 18:05:10 skip_battle = None
2024-05-23 18:05:10 id_st = None
2024-05-23 18:05:11 skip_battle = None
2024-05-23 18:05:11 id_st = None
2024-05-23 18:05:11 skip_battle = None
2024-05-23 18:05:11 id_st = None
2024-05-23 18:05:12 skip_battle = None
2024-05-23 18:05:12 id_st = None
2024-05-23 18:05:12 skip_battle = None
2024-05-23 18:05:12 id_st = None
2024-05-23 18:05:13 skip_battle = None
2024-05-23 18:05:13 id_st = None
2024-05-23 18:05:13 skip_battle = None
2024-05-23 18:05:13 id_st = Point(x=412, y=686)
2024-05-23 18:05:13 ст. Кропоткинская
2024-05-23 18:05:14 touring.event_gifts
2024-05-23 18:05:16 pos_gift = None
2024-05-23 18:05:16 pos_gift = None
2024-05-23 18:05:16 touring.traffic_on_the_map
2024-05-23 18:05:16 touring.to_map
2024-05-23 18:05:17 turgenev_st = None
2024-05-23 18:05:22 ev_map = 0
2024-05-23 18:05:22 pos_stan = Point(x=326, y=373), stan[1] = img/tonelli/k_Biblioteka.png
2024-05-23 18:05:22 touring.poisk
2024-05-23 18:05:23 point_poisk = Point(x=326, y=374), confidence_poisk = 0.98
2024-05-23 18:05:23 fun.move_to_click
2024-05-23 18:05:26 touring.tunnel_events
2024-05-23 18:05:27 id_st = None
2024-05-23 18:05:27 info = Point(x=125, y=158)
2024-05-23 18:05:28 skip_battle = None
2024-05-23 18:05:29 id_st = None
2024-05-23 18:05:29 skip_battle = None
2024-05-23 18:05:29 id_st = None
2024-05-23 18:05:30 skip_battle = None
2024-05-23 18:05:30 id_st = None
2024-05-23 18:05:30 skip_battle = None
2024-05-23 18:05:30 id_st = None
2024-05-23 18:05:30 skip_battle = None
2024-05-23 18:05:31 id_st = None
2024-05-23 18:05:31 skip_battle = None
2024-05-23 18:05:31 id_st = None
2024-05-23 18:05:31 skip_battle = None
2024-05-23 18:05:31 id_st = None
2024-05-23 18:05:32 skip_battle = None
2024-05-23 18:05:32 id_st = None
2024-05-23 18:05:32 skip_battle = None
2024-05-23 18:05:32 id_st = None
2024-05-23 18:05:33 skip_battle = None
2024-05-23 18:05:33 id_st = None
2024-05-23 18:05:33 skip_battle = None
2024-05-23 18:05:33 id_st = None
2024-05-23 18:05:34 skip_battle = None
2024-05-23 18:05:34 id_st = None
2024-05-23 18:05:34 skip_battle = None
2024-05-23 18:05:34 id_st = None
2024-05-23 18:05:34 skip_battle = None
2024-05-23 18:05:35 id_st = None
2024-05-23 18:05:35 skip_battle = None
2024-05-23 18:05:35 id_st = None
2024-05-23 18:05:35 skip_battle = None
2024-05-23 18:05:35 id_st = None
2024-05-23 18:05:36 skip_battle = None
2024-05-23 18:05:36 id_st = None
2024-05-23 18:05:36 skip_battle = None
2024-05-23 18:05:36 id_st = None
2024-05-23 18:05:37 skip_battle = Point(x=433, y=114)
2024-05-23 18:05:37 raptor = None
2024-05-23 18:05:37 arachne = None
2024-05-23 18:05:37 krysa = Point(x=807, y=148)
2024-05-23 18:05:37 kiki = None
2024-05-23 18:05:37 station_master.enemy_battle
2024-05-23 18:05:37  поиск battle_end, skip_battle, dog
2024-05-23 18:05:38 dog = Point(x=80, y=619)
2024-05-23 18:05:38 нажал на собаку
2024-05-23 18:05:38 fun.move_to_click
2024-05-23 18:05:40 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:05:41 нажать закрыть в конце боя
2024-05-23 18:05:41 fun.push_close_all_
2024-05-23 18:05:41 fun.close_popup_window
2024-05-23 18:05:41 fun.push_close
2024-05-23 18:05:42 fun.move_to_click
2024-05-23 18:05:45 skip_battle1_end_ver = None
2024-05-23 18:05:45 выход из 'enemy_battle
2024-05-23 18:05:45 id_st = None
2024-05-23 18:05:45 skip_battle = None
2024-05-23 18:05:45 id_st = None
2024-05-23 18:05:46 skip_battle = None
2024-05-23 18:05:46 id_st = None
2024-05-23 18:05:46 skip_battle = None
2024-05-23 18:05:46 id_st = None
2024-05-23 18:05:47 skip_battle = None
2024-05-23 18:05:47 id_st = None
2024-05-23 18:05:47 skip_battle = None
2024-05-23 18:05:47 id_st = None
2024-05-23 18:05:48 skip_battle = None
2024-05-23 18:05:48 id_st = None
2024-05-23 18:05:48 skip_battle = None
2024-05-23 18:05:48 id_st = None
2024-05-23 18:05:48 skip_battle = None
2024-05-23 18:05:49 id_st = None
2024-05-23 18:05:49 skip_battle = None
2024-05-23 18:05:49 id_st = None
2024-05-23 18:05:49 skip_battle = None
2024-05-23 18:05:50 id_st = None
2024-05-23 18:05:50 skip_battle = None
2024-05-23 18:05:50 id_st = None
2024-05-23 18:05:50 skip_battle = None
2024-05-23 18:05:50 id_st = None
2024-05-23 18:05:51 skip_battle = None
2024-05-23 18:05:52 id_st = None
2024-05-23 18:05:53 skip_battle = None
2024-05-23 18:05:53 id_st = None
2024-05-23 18:05:54 skip_battle = None
2024-05-23 18:05:54 id_st = None
2024-05-23 18:05:54 skip_battle = None
2024-05-23 18:05:54 post = Point(x=372, y=178)
2024-05-23 18:05:55 attack = Point(x=301, y=681)
2024-05-23 18:05:55 fun.move_to_click
2024-05-23 18:05:58 id_st = None
2024-05-23 18:05:59 skip_battle = Point(x=433, y=114)
2024-05-23 18:05:59 raptor = None
2024-05-23 18:05:59 arachne = None
2024-05-23 18:05:59 krysa = None
2024-05-23 18:05:59 kiki = None
2024-05-23 18:05:59 station_master.enemy_battle
2024-05-23 18:05:59  поиск battle_end, skip_battle, dog
2024-05-23 18:05:59 dog = Point(x=80, y=619)
2024-05-23 18:05:59 нажал на собаку
2024-05-23 18:05:59 fun.move_to_click
2024-05-23 18:06:02 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:06:04 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:06:04 skip_battle = Point(x=432, y=115)
2024-05-23 18:06:04 fun.move_to_click
2024-05-23 18:06:08 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:06:08 skip_battle = Point(x=433, y=115)
2024-05-23 18:06:08 fun.move_to_click
2024-05-23 18:06:11 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:06:12 нажать закрыть в конце боя
2024-05-23 18:06:12 fun.push_close_all_
2024-05-23 18:06:12 fun.close_popup_window
2024-05-23 18:06:12 fun.push_close
2024-05-23 18:06:12 fun.move_to_click
2024-05-23 18:06:16 skip_battle1_end_ver = None
2024-05-23 18:06:16 выход из 'enemy_battle
2024-05-23 18:06:16 id_st = Point(x=431, y=686)
2024-05-23 18:06:16 ст. Библиотека им. Ленина
2024-05-23 18:06:17 touring.event_gifts
2024-05-23 18:06:18 pos_gift = None
2024-05-23 18:06:18 pos_gift = None
2024-05-23 18:06:18 touring.traffic_on_the_map
2024-05-23 18:06:18 touring.to_map
2024-05-23 18:06:19 turgenev_st = None
2024-05-23 18:06:24 ev_map = стрелка юг
2024-05-23 18:06:24 pos_stan = Point(x=581, y=447), stan[1] = img/tonelli/k_Borov.png
2024-05-23 18:06:24 touring.poisk
2024-05-23 18:06:26 point_poisk = Point(x=581, y=448), confidence_poisk = 0.96
2024-05-23 18:06:26 fun.move_to_click
2024-05-23 18:06:28 touring.tunnel_events
2024-05-23 18:06:29 id_st = Point(x=431, y=686)
2024-05-23 18:06:29 info = Point(x=125, y=158)
2024-05-23 18:06:29 ст. Боровицкая
2024-05-23 18:06:30 touring.event_gifts
2024-05-23 18:06:32 pos_gift = None
2024-05-23 18:06:32 pos_gift = None
2024-05-23 18:06:32 touring.traffic_on_the_map
2024-05-23 18:06:32 touring.to_map
2024-05-23 18:06:33 turgenev_st = None
2024-05-23 18:06:38 ev_map = стрелка север
2024-05-23 18:06:38 pos_stan = None, stan[1] = img/tonelli/k_Chekhov.png
2024-05-23 18:06:38 pos_click = Point(x=433, y=198), нажал на стрелку "север"
2024-05-23 18:06:38 fun.move_to_click
2024-05-23 18:06:41 touring.poisk
2024-05-23 18:06:43 point_poisk = Point(x=514, y=299), confidence_poisk = 0.94
2024-05-23 18:06:43 fun.move_to_click
2024-05-23 18:06:45 touring.tunnel_events
2024-05-23 18:06:46 id_st = None
2024-05-23 18:06:46 info = Point(x=125, y=158)
2024-05-23 18:06:47 skip_battle = None
2024-05-23 18:06:47 id_st = None
2024-05-23 18:06:47 skip_battle = None
2024-05-23 18:06:47 id_st = None
2024-05-23 18:06:47 skip_battle = None
2024-05-23 18:06:48 id_st = None
2024-05-23 18:06:48 skip_battle = None
2024-05-23 18:06:48 id_st = None
2024-05-23 18:06:48 skip_battle = None
2024-05-23 18:06:48 id_st = None
2024-05-23 18:06:49 skip_battle = None
2024-05-23 18:06:49 id_st = None
2024-05-23 18:06:49 skip_battle = None
2024-05-23 18:06:49 id_st = None
2024-05-23 18:06:50 skip_battle = None
2024-05-23 18:06:50 id_st = None
2024-05-23 18:06:50 skip_battle = None
2024-05-23 18:06:50 id_st = None
2024-05-23 18:06:51 skip_battle = None
2024-05-23 18:06:51 id_st = None
2024-05-23 18:06:51 skip_battle = None
2024-05-23 18:06:51 id_st = None
2024-05-23 18:06:52 skip_battle = None
2024-05-23 18:06:52 id_st = None
2024-05-23 18:06:52 skip_battle = None
2024-05-23 18:06:52 id_st = None
2024-05-23 18:06:52 skip_battle = None
2024-05-23 18:06:53 id_st = None
2024-05-23 18:06:53 skip_battle = None
2024-05-23 18:06:53 id_st = None
2024-05-23 18:06:53 skip_battle = None
2024-05-23 18:06:54 id_st = None
2024-05-23 18:06:54 skip_battle = None
2024-05-23 18:06:54 id_st = None
2024-05-23 18:06:54 skip_battle = None
2024-05-23 18:06:54 id_st = None
2024-05-23 18:06:55 skip_battle = None
2024-05-23 18:06:55 id_st = None
2024-05-23 18:06:55 skip_battle = None
2024-05-23 18:06:55 id_st = None
2024-05-23 18:06:56 skip_battle = Point(x=433, y=114)
2024-05-23 18:06:56 raptor = None
2024-05-23 18:06:56 arachne = None
2024-05-23 18:06:56 krysa = Point(x=807, y=148)
2024-05-23 18:06:56 kiki = None
2024-05-23 18:06:56 station_master.enemy_battle
2024-05-23 18:06:56  поиск battle_end, skip_battle, dog
2024-05-23 18:06:57 dog = Point(x=80, y=619)
2024-05-23 18:06:57 нажал на собаку
2024-05-23 18:06:57 fun.move_to_click
2024-05-23 18:06:59 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:07:01 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:07:01 skip_battle = Point(x=432, y=115)
2024-05-23 18:07:01 fun.move_to_click
2024-05-23 18:07:05 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:07:06 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:07:07 нажать закрыть в конце боя
2024-05-23 18:07:07 fun.push_close_all_
2024-05-23 18:07:07 fun.close_popup_window
2024-05-23 18:07:07 fun.push_close
2024-05-23 18:07:08 fun.move_to_click
2024-05-23 18:07:11 skip_battle1_end_ver = None
2024-05-23 18:07:11 выход из 'enemy_battle
2024-05-23 18:07:11 id_st = None
2024-05-23 18:07:11 skip_battle = None
2024-05-23 18:07:11 id_st = None
2024-05-23 18:07:12 skip_battle = None
2024-05-23 18:07:12 id_st = None
2024-05-23 18:07:12 skip_battle = None
2024-05-23 18:07:12 id_st = None
2024-05-23 18:07:13 skip_battle = None
2024-05-23 18:07:13 id_st = None
2024-05-23 18:07:13 skip_battle = None
2024-05-23 18:07:13 id_st = None
2024-05-23 18:07:14 skip_battle = None
2024-05-23 18:07:14 id_st = None
2024-05-23 18:07:14 skip_battle = None
2024-05-23 18:07:14 id_st = None
2024-05-23 18:07:14 skip_battle = None
2024-05-23 18:07:15 id_st = None
2024-05-23 18:07:15 skip_battle = None
2024-05-23 18:07:15 id_st = None
2024-05-23 18:07:15 skip_battle = None
2024-05-23 18:07:16 id_st = None
2024-05-23 18:07:16 skip_battle = None
2024-05-23 18:07:16 id_st = None
2024-05-23 18:07:16 skip_battle = None
2024-05-23 18:07:16 id_st = None
2024-05-23 18:07:17 skip_battle = None
2024-05-23 18:07:17 id_st = None
2024-05-23 18:07:17 skip_battle = None
2024-05-23 18:07:17 id_st = None
2024-05-23 18:07:18 skip_battle = None
2024-05-23 18:07:18 id_st = None
2024-05-23 18:07:18 skip_battle = None
2024-05-23 18:07:18 id_st = None
2024-05-23 18:07:19 skip_battle = None
2024-05-23 18:07:19 id_st = None
2024-05-23 18:07:19 skip_battle = None
2024-05-23 18:07:19 id_st = None
2024-05-23 18:07:20 skip_battle = None
2024-05-23 18:07:20 id_st = None
2024-05-23 18:07:20 skip_battle = None
2024-05-23 18:07:20 id_st = Point(x=396, y=686)
2024-05-23 18:07:20 ст. Чеховская
2024-05-23 18:07:22 touring.event_gifts
2024-05-23 18:07:23 pos_gift = None
2024-05-23 18:07:23 pos_gift = None
2024-05-23 18:07:23 touring.traffic_on_the_map
2024-05-23 18:07:23 touring.to_map
2024-05-23 18:07:24 turgenev_st = None
2024-05-23 18:07:29 ev_map = 0
2024-05-23 18:07:29 pos_stan = Point(x=307, y=506), stan[1] = img/tonelli/k_Pushkin.png
2024-05-23 18:07:29 touring.poisk
2024-05-23 18:07:31 point_poisk = Point(x=308, y=506), confidence_poisk = 0.9199999999999999
2024-05-23 18:07:31 fun.move_to_click
2024-05-23 18:07:33 touring.tunnel_events
2024-05-23 18:07:34 id_st = Point(x=402, y=686)
2024-05-23 18:07:34 info = Point(x=125, y=158)
2024-05-23 18:07:34 ст. Пушкинская
2024-05-23 18:07:36 touring.event_gifts
2024-05-23 18:07:37 pos_gift = None
2024-05-23 18:07:37 pos_gift = None
2024-05-23 18:07:37 touring.traffic_on_the_map
2024-05-23 18:07:37 touring.to_map
2024-05-23 18:07:38 turgenev_st = None
2024-05-23 18:07:43 ev_map = 0
2024-05-23 18:07:43 pos_stan = Point(x=657, y=463), stan[1] = img/tonelli/k_Kuzneckiy.png
2024-05-23 18:07:43 touring.poisk
2024-05-23 18:07:45 point_poisk = Point(x=658, y=463), confidence_poisk = 0.95
2024-05-23 18:07:45 fun.move_to_click
2024-05-23 18:07:47 touring.tunnel_events
2024-05-23 18:07:48 id_st = None
2024-05-23 18:07:48 info = Point(x=125, y=158)
2024-05-23 18:07:48 skip_battle = None
2024-05-23 18:07:48 id_st = None
2024-05-23 18:07:49 skip_battle = None
2024-05-23 18:07:49 id_st = None
2024-05-23 18:07:49 skip_battle = None
2024-05-23 18:07:49 id_st = None
2024-05-23 18:07:50 skip_battle = None
2024-05-23 18:07:50 id_st = None
2024-05-23 18:07:50 skip_battle = None
2024-05-23 18:07:50 id_st = None
2024-05-23 18:07:51 skip_battle = None
2024-05-23 18:07:51 id_st = None
2024-05-23 18:07:51 skip_battle = None
2024-05-23 18:07:51 id_st = None
2024-05-23 18:07:51 skip_battle = None
2024-05-23 18:07:52 id_st = None
2024-05-23 18:07:52 skip_battle = None
2024-05-23 18:07:52 id_st = None
2024-05-23 18:07:52 skip_battle = None
2024-05-23 18:07:53 id_st = None
2024-05-23 18:07:53 skip_battle = None
2024-05-23 18:07:53 id_st = None
2024-05-23 18:07:53 skip_battle = None
2024-05-23 18:07:53 id_st = None
2024-05-23 18:07:54 skip_battle = None
2024-05-23 18:07:54 id_st = None
2024-05-23 18:07:54 skip_battle = None
2024-05-23 18:07:54 id_st = None
2024-05-23 18:07:55 skip_battle = None
2024-05-23 18:07:55 id_st = None
2024-05-23 18:07:55 skip_battle = None
2024-05-23 18:07:55 id_st = None
2024-05-23 18:07:56 skip_battle = None
2024-05-23 18:07:56 id_st = None
2024-05-23 18:07:56 skip_battle = None
2024-05-23 18:07:56 id_st = None
2024-05-23 18:07:57 skip_battle = None
2024-05-23 18:07:57 id_st = None
2024-05-23 18:07:57 skip_battle = None
2024-05-23 18:07:57 id_st = None
2024-05-23 18:07:58 skip_battle = Point(x=433, y=114)
2024-05-23 18:07:58 raptor = None
2024-05-23 18:07:58 arachne = None
2024-05-23 18:07:58 krysa = Point(x=807, y=148)
2024-05-23 18:07:58 kiki = None
2024-05-23 18:07:58 station_master.enemy_battle
2024-05-23 18:07:58  поиск battle_end, skip_battle, dog
2024-05-23 18:07:58 dog = Point(x=80, y=619)
2024-05-23 18:07:58 нажал на собаку
2024-05-23 18:07:58 fun.move_to_click
2024-05-23 18:08:01 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:08:03 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:08:03 нажать закрыть в конце боя
2024-05-23 18:08:03 fun.push_close_all_
2024-05-23 18:08:03 fun.close_popup_window
2024-05-23 18:08:04 fun.push_close
2024-05-23 18:08:04 fun.move_to_click
2024-05-23 18:08:07 skip_battle1_end_ver = None
2024-05-23 18:08:07 выход из 'enemy_battle
2024-05-23 18:08:07 id_st = None
2024-05-23 18:08:08 skip_battle = None
2024-05-23 18:08:08 id_st = None
2024-05-23 18:08:08 skip_battle = None
2024-05-23 18:08:08 id_st = None
2024-05-23 18:08:08 skip_battle = None
2024-05-23 18:08:09 id_st = None
2024-05-23 18:08:10 skip_battle = None
2024-05-23 18:08:10 id_st = None
2024-05-23 18:08:11 skip_battle = None
2024-05-23 18:08:11 id_st = None
2024-05-23 18:08:11 skip_battle = None
2024-05-23 18:08:11 id_st = None
2024-05-23 18:08:12 skip_battle = None
2024-05-23 18:08:12 id_st = None
2024-05-23 18:08:12 skip_battle = None
2024-05-23 18:08:12 id_st = None
2024-05-23 18:08:13 skip_battle = None
2024-05-23 18:08:13 id_st = None
2024-05-23 18:08:13 skip_battle = None
2024-05-23 18:08:13 id_st = None
2024-05-23 18:08:14 skip_battle = None
2024-05-23 18:08:14 id_st = None
2024-05-23 18:08:14 skip_battle = None
2024-05-23 18:08:14 id_st = None
2024-05-23 18:08:15 skip_battle = None
2024-05-23 18:08:15 id_st = None
2024-05-23 18:08:15 skip_battle = None
2024-05-23 18:08:15 id_st = None
2024-05-23 18:08:15 skip_battle = None
2024-05-23 18:08:16 id_st = None
2024-05-23 18:08:16 skip_battle = None
2024-05-23 18:08:16 id_st = None
2024-05-23 18:08:16 skip_battle = None
2024-05-23 18:08:17 id_st = None
2024-05-23 18:08:17 skip_battle = None
2024-05-23 18:08:17 post = Point(x=372, y=178)
2024-05-23 18:08:17 entry = Point(x=302, y=507)
2024-05-23 18:08:17 fun.move_to_click
2024-05-23 18:08:21 id_st = Point(x=433, y=687)
2024-05-23 18:08:21 ст. Кузнецкий мост
2024-05-23 18:08:22 touring.event_gifts
2024-05-23 18:08:23 pos_gift = None
2024-05-23 18:08:23 pos_gift = None
2024-05-23 18:19:59 
2024-05-23 18:19:59 *******                      *******
2024-05-23 18:19:59 ******* перезапуск программы *******
2024-05-23 18:19:59 *******                      *******
2024-05-23 18:19:59 
2024-05-23 18:20:11 touring.test
2024-05-23 18:20:11 fun.push_close_all_
2024-05-23 18:20:11 touring.travel
2024-05-23 18:20:11 touring.traffic_on_the_map
2024-05-23 18:20:12 touring.to_map
2024-05-23 18:20:13 turgenev_st = None
2024-05-23 18:20:18 ev_map = 0
2024-05-23 18:20:18 pos_stan = Point(x=189, y=464), stan[1] = img/tonelli/k_Pushkin.png
2024-05-23 18:20:18 touring.poisk
2024-05-23 18:20:19 point_poisk = Point(x=189, y=464), confidence_poisk = 0.98
2024-05-23 18:20:19 fun.move_to_click
2024-05-23 18:20:21 touring.tunnel_events
2024-05-23 18:20:22 id_st = None
2024-05-23 18:20:22 info = Point(x=125, y=158)
2024-05-23 18:20:23 skip_battle = None
2024-05-23 18:20:23 id_st = None
2024-05-23 18:20:23 skip_battle = None
2024-05-23 18:20:23 id_st = None
2024-05-23 18:20:24 skip_battle = None
2024-05-23 18:20:24 id_st = None
2024-05-23 18:20:24 skip_battle = None
2024-05-23 18:20:24 id_st = None
2024-05-23 18:20:25 skip_battle = None
2024-05-23 18:20:25 id_st = None
2024-05-23 18:20:25 skip_battle = None
2024-05-23 18:20:25 id_st = None
2024-05-23 18:20:25 skip_battle = None
2024-05-23 18:20:26 id_st = None
2024-05-23 18:20:26 skip_battle = None
2024-05-23 18:20:26 id_st = None
2024-05-23 18:20:26 skip_battle = None
2024-05-23 18:20:27 id_st = None
2024-05-23 18:20:27 skip_battle = None
2024-05-23 18:20:27 id_st = None
2024-05-23 18:20:27 skip_battle = None
2024-05-23 18:20:27 id_st = None
2024-05-23 18:20:28 skip_battle = None
2024-05-23 18:20:28 id_st = None
2024-05-23 18:20:28 skip_battle = None
2024-05-23 18:20:28 id_st = None
2024-05-23 18:20:29 skip_battle = None
2024-05-23 18:20:29 id_st = None
2024-05-23 18:20:29 skip_battle = None
2024-05-23 18:20:29 id_st = None
2024-05-23 18:20:30 skip_battle = None
2024-05-23 18:20:30 id_st = None
2024-05-23 18:20:30 skip_battle = None
2024-05-23 18:20:30 id_st = None
2024-05-23 18:20:31 skip_battle = None
2024-05-23 18:20:31 id_st = None
2024-05-23 18:20:31 skip_battle = None
2024-05-23 18:20:31 id_st = None
2024-05-23 18:20:32 skip_battle = None
2024-05-23 18:20:32 id_st = None
2024-05-23 18:20:32 skip_battle = Point(x=433, y=114)
2024-05-23 18:20:32 raptor = None
2024-05-23 18:20:32 arachne = None
2024-05-23 18:20:32 krysa = Point(x=807, y=148)
2024-05-23 18:20:33 kiki = None
2024-05-23 18:20:33 station_master.enemy_battle
2024-05-23 18:20:33  поиск battle_end, skip_battle, dog
2024-05-23 18:20:33 dog = Point(x=80, y=619)
2024-05-23 18:20:33 нажал на собаку
2024-05-23 18:20:33 fun.move_to_click
2024-05-23 18:20:36 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:20:37 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:20:38 skip_battle = Point(x=432, y=115)
2024-05-23 18:20:38 fun.move_to_click
2024-05-23 18:20:41 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:20:43 ожидание battle_end, close, dog, skip_battle
2024-05-23 18:20:43 нажать закрыть в конце боя
2024-05-23 18:20:43 fun.push_close_all_
2024-05-23 18:20:43 fun.close_popup_window
2024-05-23 18:20:43 fun.push_close
2024-05-23 18:20:44 fun.move_to_click
2024-05-23 18:20:47 skip_battle1_end_ver = None
2024-05-23 18:20:47 выход из 'enemy_battle
2024-05-23 18:20:47 id_st = None
2024-05-23 18:20:48 skip_battle = None
2024-05-23 18:20:49 id_st = None
2024-05-23 18:20:50 skip_battle = None
2024-05-23 18:20:50 id_st = None
2024-05-23 18:20:51 skip_battle = None
2024-05-23 18:20:51 id_st = None
2024-05-23 18:20:51 skip_battle = None
2024-05-23 18:20:51 id_st = None
2024-05-23 18:20:51 skip_battle = None
2024-05-23 18:20:52 id_st = None
2024-05-23 18:20:52 skip_battle = None
2024-05-23 18:20:52 id_st = None
2024-05-23 18:20:52 skip_battle = None
2024-05-23 18:20:52 id_st = None
2024-05-23 18:20:53 skip_battle = None
2024-05-23 18:20:53 id_st = None
2024-05-23 18:20:53 skip_battle = None
2024-05-23 18:20:53 id_st = None
2024-05-23 18:20:54 skip_battle = None
2024-05-23 18:20:54 id_st = None
2024-05-23 18:20:54 skip_battle = None
2024-05-23 18:20:54 id_st = None
2024-05-23 18:20:55 skip_battle = None
2024-05-23 18:20:55 id_st = None
2024-05-23 18:20:55 skip_battle = None
2024-05-23 18:20:55 id_st = None
2024-05-23 18:20:56 skip_battle = None
2024-05-23 18:20:56 id_st = None
2024-05-23 18:20:56 skip_battle = None
2024-05-23 18:20:56 id_st = None
2024-05-23 18:20:56 skip_battle = None
2024-05-23 18:20:57 id_st = None
2024-05-23 18:20:57 skip_battle = None
2024-05-23 18:20:57 post = Point(x=372, y=178)
2024-05-23 18:20:58 entry = Point(x=302, y=507)
2024-05-23 18:20:58 fun.move_to_click
2024-05-23 18:21:01 id_st = Point(x=402, y=686)
2024-05-23 18:21:01 ст. Пушкинская
2024-05-23 18:21:02 touring.event_gifts
2024-05-23 18:21:03 pos_gift = None
2024-05-23 18:21:03 pos_gift = None
2024-05-23 18:21:03 touring.traffic_on_the_map
2024-05-23 18:21:03 touring.to_map
2024-05-23 18:21:04 turgenev_st = None
2024-05-23 18:21:09 ev_map = стрелка север
2024-05-23 18:21:09 pos_stan = Point(x=554, y=420), stan[1] = img/tonelli/k_Chekhov.png
2024-05-23 18:21:09 touring.poisk
2024-05-23 18:21:11 point_poisk = Point(x=555, y=420), confidence_poisk = 0.96
2024-05-23 18:21:11 fun.move_to_click
2024-05-23 18:21:13 touring.tunnel_events
2024-05-23 18:21:14 id_st = Point(x=396, y=686)
2024-05-23 18:21:14 info = Point(x=125, y=158)
2024-05-23 18:21:14 ст. Чеховская
2024-05-23 18:21:15 touring.event_gifts
2024-05-23 18:21:16 pos_gift = None
2024-05-23 18:21:16 pos_gift = None
2024-05-23 18:21:16 touring.traffic_on_the_map
2024-05-23 18:21:16 touring.to_map
2024-05-23 18:21:18 turgenev_st = None
2024-05-23 18:21:23 ev_map = стрелка юг
2024-05-23 18:21:23 pos_stan = None, stan[1] = img/tonelli/k_Borov.png
2024-05-23 18:21:23 pos_click = Point(x=431, y=724), нажал на стрелку "юг"
2024-05-23 18:21:23 fun.move_to_click
2024-05-23 18:21:26 touring.poisk
2024-05-23 18:21:27 point_poisk = Point(x=525, y=626), confidence_poisk = 0.97
2024-05-23 18:21:27 fun.move_to_click
2024-05-23 18:21:29 touring.tunnel_events
2024-05-23 18:21:31 id_st = None
2024-05-23 18:21:31 info = Point(x=125, y=158)
2024-05-23 18:21:31 skip_battle = None
2024-05-23 18:21:31 id_st = None
2024-05-23 18:21:32 skip_battle = None
2024-05-23 18:21:32 id_st = None
2024-05-23 18:21:32 skip_battle = None
2024-05-23 18:21:32 id_st = None
2024-05-23 18:21:33 skip_battle = None
2024-05-23 18:21:33 id_st = None
2024-05-23 18:21:33 skip_battle = None
2024-05-23 18:21:33 id_st = None
